"","CCC","lower.ci","upper.ci"
"log.sigma.6.mm.3D_glcm_DifferenceVariance",0.0618853671177888,-0.0732742421970353,0.194812711801902
"log.sigma.6.mm.3D_glcm_Id",0.0382703274810857,-0.0745812041420054,0.150154020442976
"log.sigma.6.mm.3D_glcm_Idm",0.0395086153586411,-0.0741282993038714,0.152132666761051
"log.sigma.6.mm.3D_glcm_Idmn",0.186091794453268,-0.0619498789636032,0.412483891346335
"log.sigma.6.mm.3D_glcm_Idn",0.0702523813929999,-0.374663580641053,0.488869608814352
"log.sigma.6.mm.3D_glcm_Imc1",0.171205166597755,-0.168798451303856,0.474797111761696
"log.sigma.6.mm.3D_glcm_Imc2",0.0399300534295714,-0.11203759422129,0.190072637869322
"log.sigma.6.mm.3D_glcm_InverseVariance",0.0326919023291107,-0.0767953027993032,0.141400066796212
"log.sigma.6.mm.3D_glcm_JointAverage",0.127225096411287,-0.0970570379748531,0.339210477024244
"log.sigma.6.mm.3D_glcm_JointEnergy",-0.0192551039810118,-0.143067601528159,0.105150786459381
"log.sigma.6.mm.3D_glcm_JointEntropy",0.0135137170727016,-0.101051345902385,0.127725071450478
"log.sigma.6.mm.3D_glcm_MCC",0.0338033799735744,-0.111536208559153,0.177727164431949
"log.sigma.6.mm.3D_glcm_MaximumProbability",-0.034350447513422,-0.154065376163089,0.0863584268283951
"log.sigma.6.mm.3D_glcm_SumAverage",0.127225096411287,-0.0970570379748531,0.339210477024244
"log.sigma.6.mm.3D_glcm_SumEntropy",0.00787782746062869,-0.107596528581224,0.123142460997468
"log.sigma.6.mm.3D_glcm_SumSquares",-0.0165946332170024,-0.116519107926383,0.0836624276036481
"log.sigma.6.mm.3D_glrlm_GrayLevelNonUniformity",0.824748855184233,0.58623857461146,0.931691947333749
"log.sigma.6.mm.3D_glrlm_GrayLevelNonUniformityNormalized",-0.0144637906682924,-0.149386488969036,0.120987683641005
"log.sigma.6.mm.3D_glrlm_GrayLevelVariance",-0.0506116241827848,-0.219823636204742,0.121556896087422
"log.sigma.6.mm.3D_glrlm_HighGrayLevelRunEmphasis",0.0476618366060463,-0.207063035357884,0.296334854130723
"log.sigma.6.mm.3D_glrlm_LongRunEmphasis",0.0571300372065314,-0.0483069622510037,0.161307871637466
"log.sigma.6.mm.3D_glrlm_LongRunHighGrayLevelEmphasis",0.159509971535304,-0.255473026741176,0.524862015543078
"log.sigma.6.mm.3D_glrlm_LongRunLowGrayLevelEmphasis",0.0330024085885619,-0.0227018600933669,0.0885023951951758
"log.sigma.6.mm.3D_glrlm_LowGrayLevelRunEmphasis",0.219354600459219,0.0524892913449488,0.374303447799366
"log.sigma.6.mm.3D_glrlm_RunEntropy",0.495573821927366,0.100171560392801,0.755795256910003
"log.sigma.6.mm.3D_glrlm_RunLengthNonUniformity",0.209383977932589,0.0894966633674964,0.323290412215363
"log.sigma.6.mm.3D_glrlm_RunLengthNonUniformityNormalized",0.0301975636765377,-0.0869461343707385,0.146517557274953
"log.sigma.6.mm.3D_glrlm_RunPercentage",0.0369869861273489,-0.0750087665366495,0.148061253330538
"log.sigma.6.mm.3D_glrlm_RunVariance",0.129278166460731,-0.0072749682177603,0.261098072482407
"log.sigma.6.mm.3D_glrlm_ShortRunEmphasis",0.0612431159882634,-0.0577877964716894,0.178557191157288
"log.sigma.6.mm.3D_glrlm_ShortRunHighGrayLevelEmphasis",0.0289732925543762,-0.13566679923347,0.192056212123393
"log.sigma.6.mm.3D_glrlm_ShortRunLowGrayLevelEmphasis",0.623938394141324,0.247776551676818,0.836623709078057
"log.sigma.6.mm.3D_glszm_GrayLevelNonUniformity",0.324541085940905,0.108660604217378,0.511188716900501
"log.sigma.6.mm.3D_glszm_GrayLevelNonUniformityNormalized",0.0272591523392424,-0.121538771856012,0.174858826524601
"log.sigma.6.mm.3D_glszm_GrayLevelVariance",-0.0256685401923464,-0.232939615275064,0.183833248624903
"log.sigma.6.mm.3D_glszm_HighGrayLevelZoneEmphasis",0.073425651475301,-0.12871913495573,0.269712047527585
"log.sigma.6.mm.3D_glszm_LargeAreaEmphasis",0.233040847584374,0.05748532455503,0.394616511500972
"log.sigma.6.mm.3D_glszm_LargeAreaHighGrayLevelEmphasis",0.305883452329404,-0.18966777423626,0.677234467936432
"log.sigma.6.mm.3D_glszm_LargeAreaLowGrayLevelEmphasis",0.0210347245692876,-0.0136073239181274,0.0556263378960489
"log.sigma.6.mm.3D_glszm_LowGrayLevelZoneEmphasis",0.204850430146644,0.013872451945313,0.381408706452738
"log.sigma.6.mm.3D_glszm_SizeZoneNonUniformity",0.0685674313803069,-0.0033792907792731,0.139807945623174
"log.sigma.6.mm.3D_glszm_SizeZoneNonUniformityNormalized",0.0917600920395304,-0.331226908185397,0.484037348702514
"log.sigma.6.mm.3D_glszm_SmallAreaEmphasis",0.243545383923126,-0.239529965666857,0.62996289897694
"log.sigma.6.mm.3D_glszm_SmallAreaHighGrayLevelEmphasis",0.109312654833181,-0.0282852022898641,0.242844962820389
"log.sigma.6.mm.3D_glszm_SmallAreaLowGrayLevelEmphasis",-0.056909897988234,-0.481363454265,0.389164056767141
"log.sigma.6.mm.3D_glszm_ZoneEntropy",0.518868612172028,0.220884255409023,0.728251897559246
"log.sigma.6.mm.3D_glszm_ZonePercentage",0.288732111444684,0.0622759228005041,0.486914824790214
"log.sigma.6.mm.3D_glszm_ZoneVariance",0.265036054188004,0.0818852715762395,0.430870734196908
"log.sigma.6.mm.3D_ngtdm_Busyness",0.000853400824540628,-0.0863216925458065,0.0880155252812468
"log.sigma.6.mm.3D_ngtdm_Coarseness",0.856306593439914,0.645346150524838,0.945906044973879
"log.sigma.6.mm.3D_ngtdm_Complexity",0.00844349016326188,-0.138692813692028,0.15521508641298
"log.sigma.6.mm.3D_ngtdm_Contrast",-0.0682966991294437,-0.258119817392991,0.126603589959864
"log.sigma.6.mm.3D_ngtdm_Strength",0.00112120159107546,-0.0988061059756792,0.101026122703463
"log.sigma.6.mm.3D_gldm_DependenceEntropy",0.0233678259683479,-0.0818044080151494,0.128025356476468
"log.sigma.6.mm.3D_gldm_DependenceNonUniformity",0.54202873750907,0.34710749190383,0.692058956678861
"log.sigma.6.mm.3D_gldm_DependenceNonUniformityNormalized",0.11970367699389,-0.000855604159529048,0.236833130772577
"log.sigma.6.mm.3D_gldm_DependenceVariance",0.168000177800115,-0.0741802807579721,0.391468289819744
"log.sigma.6.mm.3D_gldm_GrayLevelNonUniformity",0.302727971355865,0.102443814612351,0.479423689894469
"log.sigma.6.mm.3D_gldm_GrayLevelVariance",-0.0173097034539128,-0.117194834884189,0.0829221299296243
"log.sigma.6.mm.3D_gldm_HighGrayLevelEmphasis",0.0707298692999446,-0.186289903861383,0.318689028115307
"log.sigma.6.mm.3D_gldm_LargeDependenceEmphasis",0.0324392140673614,-0.0800699614757375,0.144132236659621
"log.sigma.6.mm.3D_gldm_LargeDependenceHighGrayLevelEmphasis",0.101120660917866,-0.230035971974865,0.411289571556979
"log.sigma.6.mm.3D_gldm_LargeDependenceLowGrayLevelEmphasis",0.168369325126667,0.0473435377899393,0.284523259612929
"log.sigma.6.mm.3D_gldm_LowGrayLevelEmphasis",0.250138681375899,0.0939619362755109,0.394300060510725
"log.sigma.6.mm.3D_gldm_SmallDependenceEmphasis",0.0670944190911188,-0.0599237352342886,0.191974440907399
"log.sigma.6.mm.3D_gldm_SmallDependenceHighGrayLevelEmphasis",0.0513276595022719,-0.116777047443038,0.21657321740121
"log.sigma.6.mm.3D_gldm_SmallDependenceLowGrayLevelEmphasis",0.614318043966181,0.362078570720004,0.7827294571086
"wavelet.LH_firstorder_10Percentile",0.295240187355497,-0.00179895525089134,0.544403917159574
"wavelet.LH_firstorder_90Percentile",0.31761095074451,0.0164837258097949,0.565913441832654
"wavelet.LH_firstorder_Energy",0.988261953267442,0.968003181220628,0.995721776636689
"wavelet.LH_firstorder_Entropy",0.195106435941448,0.0415717023472448,0.339639356870236
"wavelet.LH_firstorder_InterquartileRange",0.285110393141192,-0.0559636640776653,0.566595273652611
"wavelet.LH_firstorder_Kurtosis",0.0261161908362125,-0.155540678167861,0.206064478395123
"wavelet.LH_firstorder_Maximum",0.333056687312746,0.079258278527103,0.546305531569207
"wavelet.LH_firstorder_MeanAbsoluteDeviation",0.2974536569879,-0.00303779917433554,0.548676178180971
"wavelet.LH_firstorder_Mean",0.219818645624799,-0.141440388460019,0.529410788018168
"wavelet.LH_firstorder_Median",0.117201422993923,-0.0757461401954539,0.301688878055889
"wavelet.LH_firstorder_Minimum",0.268417983282345,0.0578909377618538,0.456088037276664
"wavelet.LH_firstorder_Range",0.297422513856544,0.0733654444984613,0.49289841063499
"wavelet.LH_firstorder_RobustMeanAbsoluteDeviation",0.288156786996455,-0.0426534130508294,0.56202568646467
"wavelet.LH_firstorder_RootMeanSquared",0.167996154849066,-0.0410877396993684,0.362984202844126
"wavelet.LH_firstorder_Skewness",0.177742408276889,-0.123553584852273,0.449033528874386
"wavelet.LH_firstorder_TotalEnergy",0.987714266706845,0.967506495293648,0.995384269759034
"wavelet.LH_firstorder_Uniformity",0.210880307452314,0.0696646337495502,0.343810307367993
"wavelet.LH_firstorder_Variance",0.157182858863023,-0.048130432464181,0.349752200774068
"wavelet.LH_glcm_Autocorrelation",0.0346291286346269,0.00273298219311009,0.0664548852938521
"wavelet.LH_glcm_ClusterProminence",0.0029808142935223,-0.00247584672674973,0.0084372978096091
"wavelet.LH_glcm_ClusterShade",0.00955030409717559,-0.000904733733936252,0.0200032543090048
"wavelet.LH_glcm_ClusterTendency",0.0306513208320457,-0.013079960520558,0.0742655692761196
"wavelet.LH_glcm_Contrast",0.021177603829885,-0.00682675037226468,0.0491487657046971
"wavelet.LH_glcm_Correlation",0.0632788156068491,0.0140940058452798,0.112158142369327
"wavelet.LH_glcm_DifferenceAverage",0.0674247639720524,-0.00570108424851179,0.139833331484944
"wavelet.LH_glcm_DifferenceEntropy",0.139716391906907,0.0226559452979137,0.252997577587039
"wavelet.LH_glcm_DifferenceVariance",0.023307364197818,-0.00301455357575844,0.0495970073345383
"wavelet.LH_glcm_Id",0.13698637854308,0.0209994532279516,0.24933490031083
"wavelet.LH_glcm_Idm",0.123348713747355,0.0215986325468046,0.222569720874297
"wavelet.LH_glcm_Idmn",0.340813947502488,-0.0755487747848545,0.655977199536924
"wavelet.LH_glcm_Idn",0.245100036335297,-0.114092134133032,0.547621044319924
"wavelet.LH_glcm_Imc1",0.306783182720892,0.115284912288408,0.476295063704498
"wavelet.LH_glcm_Imc2",0.27055665779611,0.0526076952387665,0.463902395853244
"wavelet.LH_glcm_InverseVariance",0.124673890708546,0.0206319420093546,0.226044497145525
"wavelet.LH_glcm_JointAverage",0.0736667278405183,0.00718752261193801,0.139497626799662
"wavelet.LH_glcm_JointEnergy",0.0950344949484862,0.026126846759955,0.16304329978294
"wavelet.LH_glcm_JointEntropy",0.236536964611733,0.0373852300927333,0.41761739449901
"wavelet.LH_glcm_MCC",0.536311075773956,0.0999065638007428,0.799665763371472
"wavelet.LH_glcm_MaximumProbability",0.0787028197667173,0.00545828452699994,0.15110739239648
"wavelet.LH_glcm_SumAverage",0.0736667278405181,0.00718752261193768,0.139497626799661
"wavelet.LH_glcm_SumEntropy",0.239345932958443,0.0570336238456427,0.406210779376457
"wavelet.LH_glcm_SumSquares",0.0266974666690348,-0.0101400237674439,0.0634625909037967
"wavelet.LH_glrlm_GrayLevelNonUniformity",0.360872201215058,0.190640963545229,0.510033053165572
"wavelet.LH_glrlm_GrayLevelNonUniformityNormalized",0.214139089479388,0.0708354183274238,0.348782063883735
"wavelet.LH_glrlm_GrayLevelVariance",0.0273365254392837,-0.00932024629407081,0.0639199241790794
"wavelet.LH_glrlm_HighGrayLevelRunEmphasis",0.0338759340596969,0.0025203485894524,0.0651649727443799
"wavelet.LH_glrlm_LongRunEmphasis",0.100420584102457,0.0219191286920567,0.177691352930021
"wavelet.LH_glrlm_LongRunHighGrayLevelEmphasis",0.0364883873644171,0.00191654354257513,0.0709731122469034
"wavelet.LH_glrlm_LongRunLowGrayLevelEmphasis",0.26070956115755,0.0283810353052923,0.466314600951892
"wavelet.LH_glrlm_LowGrayLevelRunEmphasis",0.382831414065184,0.106798883798843,0.604074743486294
"wavelet.LH_glrlm_RunEntropy",0.192098605714701,0.040132282154767,0.33537897158646
"wavelet.LH_glrlm_RunLengthNonUniformity",0.985967143030852,0.960674523800606,0.995033735583575
"wavelet.LH_glrlm_RunLengthNonUniformityNormalized",0.123883696819984,0.0247178123458897,0.220635334660862
"wavelet.LH_glrlm_RunPercentage",0.114241091790349,0.0225743935029165,0.204002939070932
"wavelet.LH_glrlm_RunVariance",0.0908805077726694,0.0185986761222127,0.162217309901499
"wavelet.LH_glrlm_ShortRunEmphasis",0.11866300068525,0.0255352092204987,0.20974889218227
"wavelet.LH_glrlm_ShortRunHighGrayLevelEmphasis",0.0332339403613296,0.0025501655509919,0.0638551945145731
"wavelet.LH_glrlm_ShortRunLowGrayLevelEmphasis",0.413682028773534,0.128762082512093,0.635512630172673
"wavelet.LH_glszm_GrayLevelNonUniformity",0.478498411513223,0.260492093699973,0.650077948666081
"wavelet.LH_glszm_GrayLevelNonUniformityNormalized",0.218260814037302,0.070228337483109,0.356887253589493
"wavelet.LH_glszm_GrayLevelVariance",0.0278067208558568,-0.008454600592946,0.0639950079226703
"wavelet.LH_glszm_HighGrayLevelZoneEmphasis",0.0339199444146302,0.00258738036375357,0.0651859729151101
"wavelet.LH_glszm_LargeAreaEmphasis",0.0679935707947521,0.0206841514105559,0.11499917632881
"wavelet.LH_glszm_LargeAreaHighGrayLevelEmphasis",0.0353564605047478,-0.0221706130503062,0.0926501768117279
"wavelet.LH_glszm_LargeAreaLowGrayLevelEmphasis",0.0524161587284642,-0.0485355652405378,0.152307816483457
"wavelet.LH_glszm_LowGrayLevelZoneEmphasis",0.393747359566325,0.119576121583054,0.612119305734142
"wavelet.LH_glszm_SizeZoneNonUniformity",0.822671953123086,0.624557293447323,0.921308764521933
"wavelet.LH_glszm_SizeZoneNonUniformityNormalized",0.135857177615784,0.0213971948489054,0.246801851715896
"wavelet.LH_glszm_SmallAreaEmphasis",0.131815727418695,0.0261175617274415,0.234599151116555
"wavelet.LH_glszm_SmallAreaHighGrayLevelEmphasis",0.0314240841522715,0.00249627687112404,0.0602993425991313
"wavelet.LH_glszm_SmallAreaLowGrayLevelEmphasis",0.496853051946672,0.19864755328413,0.71085682036894
"wavelet.LH_glszm_ZoneEntropy",0.163185037823651,0.0235825761140125,0.296545108339244
"wavelet.LH_glszm_ZonePercentage",0.124799349260457,0.0240427039352438,0.223046122305135
"wavelet.LH_glszm_ZoneVariance",0.0463888185349115,0.0146248554270275,0.0780592480710422
"wavelet.LH_ngtdm_Busyness",0.248933222627683,0.0962091413360527,0.390205849985916
"wavelet.LH_ngtdm_Coarseness",0.972088131988077,0.941257203090011,0.98684720365948
"wavelet.LH_ngtdm_Complexity",0.01631009543749,0.00148334856846092,0.0311296728912245
"wavelet.LH_ngtdm_Contrast",0.0870388326305621,-0.00934762034028833,0.181822791165762
"wavelet.LH_ngtdm_Strength",0.100474373521165,0.0169848856789773,0.182572446655746
"wavelet.LH_gldm_DependenceEntropy",0.244130829822224,0.0709552757609975,0.403020045096624
"wavelet.LH_gldm_DependenceNonUniformity",0.835827475546033,0.663959629954842,0.923817971822362
"wavelet.LH_gldm_DependenceNonUniformityNormalized",0.1226806200789,0.0062410225862438,0.235837939614767
"wavelet.LH_gldm_DependenceVariance",0.0858761350108776,0.00566373322486575,0.164990507174422
"wavelet.LH_gldm_GrayLevelNonUniformity",0.32047939570148,0.166667189092327,0.459064944167742
"wavelet.LH_gldm_GrayLevelVariance",0.0271206345287657,-0.00967365256528134,0.0638415811582415
